mission_code,filename,prompt_text,background_type,category
PG-MATH-1.3.21,rocket_stars.webp,"A single shiny rockets zooming past stars, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.21,rocket_planet.webp,"A single rockets are orbiting the planet, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.21,rocket_all6.webp,"A single 6 space rockets, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.21,rocket_takeoff.webp,"A single rockets are lined up for takeoff, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.21,rocket_all10.webp,"A single 10 space rockets in orbit, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.21,rocket_six.webp,"A single six rockets, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.21,rocket_eight.webp,"A single eight rockets, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.21,rocket_ten.webp,"A single ten rockets, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.22,zebra_zoo.webp,"A single striped zebras are grazing at the zoo, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.22,zebra_water.webp,"A single zebras near the watering hole, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.22,zebra_hill.webp,"A single black and white zebras on the hill, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.22,zebra_run.webp,"A single zebras are running together, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.22,zebra_all6.webp,"A single 6 zoo zebras, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.22,zebra_herd.webp,"A single zebras are in a herd, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.22,zebra_all10.webp,"A single 10 zebras in the zoo safari, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.22,zebra_six.webp,"A single six zebras, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.22,zebra_eight.webp,"A single eight zebras, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.22,zebra_ten.webp,"A single ten zebras, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.23,bee_flower.webp,"A single buzzing honeybees are flying near flowers, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.23,bee_garden.webp,"A single bees collecting honey in the garden, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.23,bee_gardener.webp,"A single honeybees did gardener leo spot, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.23,bee_sunflower.webp,"A single yellow honeybees on the sunflower, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.23,bee_hive.webp,"A single honeybees are buzzing around the hive, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.23,bee_all6.webp,"A single 6 garden honeybees, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.23,bee_line.webp,"A single honeybees are flying in a line, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.23,bee_all10.webp,"A single 10 honeybees in the flower garden, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.23,bee_six.webp,"A single six bees, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.23,bee_eight.webp,"A single eight bees, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.23,bee_ten.webp,"A single ten bees, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.24,sandwich_basket.webp,"A single sandwiches are packed in the picnic basket, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.24,sandwich_mat.webp,"A single sandwiches laid out on the mat, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.24,sandwich_chef.webp,"A single sandwiches did chef leo make, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.24,sandwich_tray.webp,"A single delicious sandwiches on the tray, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.24,sandwich_lunch.webp,"A single sandwiches are ready for lunch, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.24,sandwich_all6.webp,"A single 6 picnic sandwiches, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.24,sandwich_half.webp,"A single sandwiches are cut in half, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.24,sandwich_all10.webp,"A single 10 sandwiches for the picnic, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.24,sandwich_six.webp,"A single six sandwiches, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.24,sandwich_eight.webp,"A single eight sandwiches, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.24,sandwich_ten.webp,"A single ten sandwiches, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.25,candle_cake.webp,"A single burning candles are on the birthday cake, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.25,candle_cupcake.webp,"A single candles standing on the cupcakes, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.25,candle_blow.webp,"A single candles did birthday boy leo blow out, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.25,candle_big.webp,"A single colorful candles on the big cake, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.25,candle_glowing.webp,"A single candles are glowing bright, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.25,candle_all6.webp,"A single 6 party candles, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.25,candle_circle.webp,"A single candles are placed in a circle, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.25,candle_all10.webp,"A single 10 candles on the birthday cake, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.25,candle_six.webp,"A single six candles, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.25,candle_eight.webp,"A single eight candles, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.25,candle_ten.webp,"A single ten candles, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.3.26,chair_room.webp,"A single wooden chairs are in the classroom, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.26,desk_row.webp,"A single student desks in a row, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.26,pencil_jar.webp,"A single yellow pencils are in the jar, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.26,book_shelf.webp,"A single colorful storybooks on the shelf, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.3.26,brush_art.webp,"A single paint brushes did teacher leo lay out, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.26,chair_all.webp,"A single 6 chairs, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.26,pencil_see.webp,"A single pencils do you see, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.26,brush_all.webp,"A single 10 paint brushes for art time, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.3.26,seq_q15.webp,"A single what comes next in the school sequence, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.3.26,pattern_q16.webp,"A single complete the classroom pattern: book pencil book pencil..., 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.3.26,seq_q17.webp,"A single find the missing number: _ 2 3 4 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.3.26,seq_q18.webp,"A single complete sequence: 6 7 8 9 _, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.3.26,seq_q19.webp,"A single what comes after 9? 6 7 8 9 _, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.3.26,seq_q20.webp,"A single complete final sub-strand 1.3 sequence: 1 2 3 ... 9 _, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.27,num1_card.webp,"A single number card shows number 1, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num2_card.webp,"A single find and tap number 2, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num3_card.webp,"A single where is number 3 hidden on the safari tree, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num4_card.webp,"A single giant number 4 badge, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num5_card.webp,"A single stone has number 5 written on it, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num6_card.webp,"A single find number 6 in ranger leo's notebook, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num7_card.webp,"A single wooden sign shows number 7, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num8_card.webp,"A single number 8 on the safari jeep, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num9_card.webp,"A single flag shows number 9, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num10_card.webp,"A single number 10 at the safari gate, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.27,num1_speak.webp,"A single number one, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.27,num5_speak.webp,"A single number five, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.27,num10_speak.webp,"A single number ten, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.27,num5_count.webp,"A single number 5 signs do you see, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.4.27,num10_count.webp,"A single number 10 flags at the finish line, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.4.27,line_q19.webp,"A single number completes the line: 1 2 3 _ 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.27,line_q20.webp,"A single number completes the line: 6 7 _ 9 10, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.28,egg_num1.webp,"A single dino egg has number 1 written on it, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,foot_num2.webp,"A single find number 2 on the t-rex footprint, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,volcano_num3.webp,"A single volcano stone shows number 3, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,wing_num4.webp,"A single number 4 on the pterodactyl wing, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,nest_num5.webp,"A single dino nest has number 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,shield_num6.webp,"A single find number 6 on the triceratops shield, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,cave_num7.webp,"A single jungle cave shows number 7, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,spine_num8.webp,"A single number 8 on the stegosaurus spine, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,fossil_num9.webp,"A single fossil shows number 9, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,gate_num10.webp,"A single number 10 at dino valley gate, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.28,num2_speak.webp,"A single number two, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.28,num6_speak.webp,"A single number six, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.28,foot_count.webp,"A single 4 dinosaur footprints, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.4.28,egg_count.webp,"A single 8 dino eggs in the nest, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.4.29,coin_num1.webp,"A single gold coin shows number 1, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,flag_num2.webp,"A single find number 2 on captain leo's pirate flag, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,chest_num3.webp,"A single treasure chest has number 3 painted on it, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,wheel_num4.webp,"A single number 4 on the pirate ship wheel, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,map_num5.webp,"A single treasure map shows number 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,anchor_num6.webp,"A single find number 6 on the pirate anchor, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,ruby_num7.webp,"A single ruby jewel shows number 7, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,glass_num8.webp,"A single number 8 on the pirate spyglass, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,parrot_num9.webp,"A single pirate parrot badge shows number 9, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,chest_num10.webp,"A single number 10 on the island treasure chest, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.29,num3_speak.webp,"A single number three, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.29,num7_speak.webp,"A single number seven, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.29,hunt_speak.webp,"A single treasure hunt, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.29,coin_count.webp,"A single 5 gold coins in the chest, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style",scene,count_object
PG-MATH-1.4.29,ruby_count.webp,"A single 10 ruby jewels, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.4.29,trail_q19.webp,"A single number completes the trail: 1 _ 3 4 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.29,trail_q20.webp,"A single number completes the trail: 6 7 _ 9 10, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.30,rocket_num1.webp,"A single space rocket shows number 1, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,rover_num2.webp,"A single find number 2 on the moon rover, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,helmet_num3.webp,"A single astronaut helmet shows number 3, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,station_num4.webp,"A single number 4 on the space station, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,planet_num5.webp,"A single planet flag shows number 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,sat_num6.webp,"A single find number 6 on the satellite dish, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,star_num7.webp,"A single shining star shows number 7, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,ship_num8.webp,"A single number 8 on the alien spaceship, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,comet_num9.webp,"A single comet badge shows number 9, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.30,num4_speak.webp,"A single number four, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.30,num8_speak.webp,"A single number eight, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.30,blast_speak.webp,"A single blast off, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.30,rocket_count.webp,"A single 6 space rockets flying in orbit, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.4.30,star_count.webp,"A single 10 shining stars in deep space, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
PG-MATH-1.4.30,count_q19.webp,"A single number completes the countdown: 1 2 3 _ 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.30,count_q20.webp,"A single number completes the space line: 6 7 8 _ 10, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,complete_pattern
PG-MATH-1.4.31,hat_num1.webp,"A single clown hat shows number 1, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,tent_num2.webp,"A single find number 2 on the circus tent, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,ball_num3.webp,"A single circus ball has number 3, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,bowtie_num4.webp,"A single number 4 on clown leo's bowtie, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,wagon_num5.webp,"A single circus wagon shows number 5, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,wheel_num6.webp,"A single find number 6 on the unicycle wheel, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,popcorn_num7.webp,"A single popcorn box shows number 7, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,cannon_num8.webp,"A single number 8 on the circus cannon, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,balloon_num9.webp,"A single circus balloon shows number 9, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,ring_num10.webp,"A single number 10 at the circus ring gate, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,multiple_choice
PG-MATH-1.4.31,clown_speak.webp,"A single circus clown, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,speak_visual
PG-MATH-1.4.31,clown_count.webp,"A single circus clowns are juggling balls, 2D soft-shaded children's illustration, friendly rounded shapes, vibrant saturated colors, clean simple composition, kid-friendly educational style, white background",white,count_object
