question_type,lesson_title,prompt,prompt_image,prompt_audio,correct_answer,option_1,option_2,option_3,option_4,count_emoji_or_image,target_count,target_word,pair_1_left,pair_1_right,pair_2_left,pair_2_right,pair_3_left,pair_3_right
multiple_choice,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Find the sight word LIKE: I LIKE apples.,sw3_q3.webp,audio_sw3.mp3,1,LIKE,SEE,WE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Find the sight word GO: We GO to school.,sw3_q4.webp,audio_sw4.mp3,1,GO,MY,LIKE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Find the sight word WE: WE play together.,sw3_q5.webp,audio_sw5.mp3,1,WE,MY,GO,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Find the sight word MY: MY red hat.,sw3_q6.webp,audio_sw6.mp3,1,MY,WE,CAN,,,1,,,,,,,
count_objects,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Count 4 sight word CAN cards!,sw3_count1.webp,audio_sw7.mp3,1,4,2,3,,🃏,4,,,,,,,
count_objects,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Count 3 sight word SEE cards!,sw3_count2.webp,audio_sw8.mp3,1,3,1,5,,🃏,3,,,,,,,
count_objects,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Count 5 sight word LIKE cards!,sw3_count3.webp,audio_sw9.mp3,1,5,3,4,,🃏,5,,,,,,,
speak_repeat,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Say out loud clearly: SIGHT WORDS CAN SEE LIKE GO WE MY!,speak_sw1.webp,audio_sw10.mp3,1,Sight Words CAN SEE LIKE GO WE MY,,,,,,Sight Words CAN SEE LIKE GO WE MY,,,,,,,
speak_repeat,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Say out loud clearly: I CAN SEE MY CAT AND I LIKE IT!,speak_sw2.webp,audio_sw11.mp3,1,I Can See My Cat And I Like It,,,,,,I Can See My Cat And I Like It,,,,,,,
matching,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Match sight words Level 3!,,,1,,,,,,,,C-A-N,CAN,S-E-E,SEE,L-I-K-E,LIKE
matching,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Match more Level 3 sight words!,,,1,,,,,,,,G-O,GO,W-E,WE,M-Y,MY
multiple_choice,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Complete sentence: THE DOG CAN ___.,sb_q1.webp,audio_sb1.mp3,1,RUN,HAT,RED,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Complete sentence: I SEE A ___.,sb_q2.webp,audio_sb2.mp3,1,CAT,FLY,RUN,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Complete sentence: WE CAN ___ MUSIC.,sb_q3.webp,audio_sb3.mp3,1,SING,BALL,DOG,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Which word begins a sentence with a big letter?,sb_q4.webp,audio_sb4.mp3,1,THE,the,tHE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,What punctuation mark goes at the end of a sentence?,sb_q5.webp,audio_sb5.mp3,1,PERIOD,COMMA,SPACE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Sentences combine subject and...?,sb_q6.webp,audio_sb6.mp3,1,VERB,NUMBER,COLOR,,,1,,,,,,,
count_objects,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Count 3 sentence building blocks!,sb_count1.webp,audio_sb7.mp3,1,3,2,4,,🧱,3,,,,,,,
count_objects,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Count 4 complete sentence cards!,sb_count2.webp,audio_sb8.mp3,1,4,2,5,,📝,4,,,,,,,
count_objects,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Count 2 reader star medals!,sb_count3.webp,audio_sb9.mp3,1,2,1,3,,🥇,2,,,,,,,
speak_repeat,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Say out loud clearly: THE DOG CAN RUN AND I SEE A CAT!,speak_sb1.webp,audio_sb10.mp3,1,The Dog Can Run And I See A Cat,,,,,,The Dog Can Run And I See A Cat,,,,,,,
speak_repeat,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Say out loud clearly: SENTENCES START WITH CAPITAL AND END WITH PERIOD!,speak_sb2.webp,audio_sb11.mp3,1,Sentences Start With Capital And End With Period,,,,,,Sentences Start With Capital And End With Period,,,,,,,
matching,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Match sentence parts!,,,1,,,,,,,,The dog,CAN RUN,I see,A CAT,We can,SING
matching,PP2-ENG-2.1.12_Sentence_Building_Subject_Verb,Match sentence rules!,,,1,,,,,,,,Start,CAPITAL,End,PERIOD,Words,SPACE
multiple_choice,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,What is the plural form of one CAT?,pn_q1.webp,audio_pn1.mp3,1,CATS,CAT,CATES,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,What is the plural form of one DOG?,pn_q2.webp,audio_pn2.mp3,1,DOGS,DOG,DOGES,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,What is the plural form of one BOOK?,pn_q3.webp,audio_pn3.mp3,1,BOOKS,BOOK,BOOKES,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,What is the plural form of one PEN?,pn_q4.webp,audio_pn4.mp3,1,PENS,PEN,PENES,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Adding letter -S to a noun means there are...?,pn_q5.webp,audio_pn5.mp3,1,MORE THAN ONE,ONLY ONE,NONE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,One hat, two...?,pn_q6.webp,audio_pn6.mp3,1,HATS,HAT,HATES,,,1,,,,,,,
count_objects,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Count 4 plural CATS!,pn_count1.webp,audio_pn7.mp3,1,4,2,3,,🐱,4,,,,,,,
count_objects,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Count 5 plural DOGS!,pn_count2.webp,audio_pn8.mp3,1,5,3,4,,🐶,5,,,,,,,
count_objects,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Count 3 plural BOOKS!,pn_count3.webp,audio_pn9.mp3,1,3,1,4,,📚,3,,,,,,,
speak_repeat,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Say out loud clearly: ADD LETTER S TO MAKE PLURAL NOUNS CATS DOGS BOOKS PENS!,speak_pn1.webp,audio_pn10.mp3,1,Add Letter S To Make Plural Nouns Cats Dogs Books Pens,,,,,,Add Letter S To Make Plural Nouns Cats Dogs Books Pens,,,,,,,
speak_repeat,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Say out loud clearly: ONE CAT MANY CATS ONE BOOK MANY BOOKS!,speak_pn2.webp,audio_pn11.mp3,1,One Cat Many Cats One Book Many Books,,,,,,One Cat Many Cats One Book Many Books,,,,,,,
matching,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Match singular and plural nouns!,,,1,,,,,,,,One Cat 🐱,CATS,One Dog 🐶,DOGS,One Book 📚,BOOKS
matching,PP2-ENG-2.1.13_Grammar_Plural_Nouns_Adding_S,Match plural -s words!,,,1,,,,,,,,Cat,CATS,Dog,DOGS,Pen,PENS
multiple_choice,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Which pronoun replaces a boy's name like Leo?,prn_q1.webp,audio_pr1.mp3,1,HE,SHE,THEY,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Which pronoun replaces a girl's name like Pam?,prn_q2.webp,audio_pr2.mp3,1,SHE,HE,IT,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Which pronoun replaces many people or children?,prn_q3.webp,audio_pr3.mp3,1,THEY,HE,SHE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Which pronoun replaces a thing or animal like a ball or cat?,prn_q4.webp,audio_pr4.mp3,1,IT,HE,SHE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Pronouns take the place of...?,prn_q5.webp,audio_pr5.mp3,1,NOUNS,VERBS,COLORS,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,The boy is happy = ___ is happy.,prn_q6.webp,audio_pr6.mp3,1,HE,SHE,IT,,,1,,,,,,,
count_objects,PP2-ENG-2.1.14_Pronouns_He_She_They,Count 3 boys represented by pronoun HE!,prn_count1.webp,audio_pr7.mp3,1,3,1,4,,👦,3,,,,,,,
count_objects,PP2-ENG-2.1.14_Pronouns_He_She_They,Count 4 girls represented by pronoun SHE!,prn_count2.webp,audio_pr8.mp3,1,4,2,5,,👧,4,,,,,,,
count_objects,PP2-ENG-2.1.14_Pronouns_He_She_They,Count 5 children represented by pronoun THEY!,prn_count3.webp,audio_pr9.mp3,1,5,3,4,,👧,5,,,,,,,
speak_repeat,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Say out loud clearly: PRONOUNS HE FOR BOY SHE FOR GIRL THEY FOR MANY IT FOR THING!,speak_pr1.webp,audio_pr10.mp3,1,Pronouns HE For Boy SHE For Girl THEY For Many IT For Thing,,,,,,Pronouns HE For Boy SHE For Girl THEY For Many IT For Thing,,,,,,,
speak_repeat,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Say out loud clearly: HE RUNS SHE SINGS THEY PLAY!,speak_pr2.webp,audio_pr11.mp3,1,He Runs She Sings They Play,,,,,,He Runs She Sings They Play,,,,,,,
matching,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Match pronouns to nouns!,,,1,,,,,,,,Boy 👦,HE,Girl 👧,SHE,Children 👧,THEY
matching,PP2-ENG-2.1.14_Grammar_Pronouns_He_She_They,Match pronouns to examples!,,,1,,,,,,,,Leo,HE,Pam,SHE,Cat,IT
multiple_choice,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Where is cat inside box?,prep_q1.webp,audio_pr1.mp3,1,IN,ON,UNDER,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Where is book resting on top of table?,prep_q2.webp,audio_pr2.mp3,1,ON,IN,UNDER,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Where is ball below chair?,prep_q3.webp,audio_pr3.mp3,1,UNDER,IN,ON,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Where is puppy hiding at back of tree?,prep_q4.webp,audio_pr4.mp3,1,BEHIND,IN,ON,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Where is chair placed beside desk?,prep_q5.webp,audio_pr5.mp3,1,NEXT TO,UNDER,IN,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Prepositions tell us position and...?,prep_q6.webp,audio_pr6.mp3,1,LOCATION,ACTION,COLOR,,,1,,,,,,,
count_objects,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Count 3 items IN the basket!,prep_count1.webp,audio_pr7.mp3,1,3,2,4,,🧺,3,,,,,,,
count_objects,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Count 2 hats ON the shelf!,prep_count2.webp,audio_pr8.mp3,1,2,1,4,,👒,2,,,,,,,
count_objects,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Count 4 balls UNDER the table!,prep_count3.webp,audio_pr9.mp3,1,4,2,5,,⚽,4,,,,,,,
speak_repeat,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Say out loud clearly: PREPOSITIONS IN ON UNDER BEHIND NEXT TO!,speak_pr1.webp,audio_pr10.mp3,1,Prepositions IN ON UNDER BEHIND NEXT TO,,,,,,Prepositions IN ON UNDER BEHIND NEXT TO,,,,,,,
speak_repeat,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Say out loud clearly: THE CAT IS IN THE BOX AND ON THE MAT!,speak_pr2.webp,audio_pr11.mp3,1,The Cat Is In The Box And On The Mat,,,,,,The Cat Is In The Box And On The Mat,,,,,,,
matching,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Match preposition positions!,,,1,,,,,,,,Inside,IN,Top,ON,Below,UNDER
matching,PP2-ENG-2.1.15_Grammar_Prepositions_In_On_Under,Match preposition words!,,,1,,,,,,,,In,IN,On,ON,Under,UNDER
multiple_choice,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Which question word asks about a PERSON?,qw_q1.webp,audio_qw1.mp3,1,WHO,WHAT,WHERE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Which question word asks about a THING?,qw_q2.webp,audio_qw2.mp3,1,WHAT,WHO,WHERE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Which question word asks about a PLACE?,qw_q3.webp,audio_qw3.mp3,1,WHERE,WHO,WHAT,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Which question word asks about TIME?,qw_q4.webp,audio_qw4.mp3,1,WHEN,WHO,WHAT,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,___ is teaching the class? Answer: Teacher.,qw_q5.webp,audio_qw5.mp3,1,WHO,WHAT,WHERE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,___ is the dog going? Answer: To the park.,qw_q6.webp,audio_qw6.mp3,1,WHERE,WHO,WHAT,,,1,,,,,,,
count_objects,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Count 4 question mark cards?,qw_count1.webp,audio_qw7.mp3,1,4,2,3,,❓,4,,,,,,,
count_objects,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Count 3 WHO question cards!,qw_count2.webp,audio_qw8.mp3,1,3,1,5,,❓,3,,,,,,,
count_objects,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Count 2 WHERE question map signs!,qw_count3.webp,audio_qw9.mp3,1,2,1,4,,🗺️,2,,,,,,,
speak_repeat,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Say out loud clearly: QUESTION WORDS WHO WHAT WHERE WHEN!,speak_qw1.webp,audio_qw10.mp3,1,Question Words WHO WHAT WHERE WHEN,,,,,,Question Words WHO WHAT WHERE WHEN,,,,,,,
speak_repeat,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Say out loud clearly: ASK QUESTIONS TO LEARN NEW THINGS!,speak_qw2.webp,audio_qw11.mp3,1,Ask Questions To Learn New Things,,,,,,Ask Questions To Learn New Things,,,,,,,
matching,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Match question words!,,,1,,,,,,,,Person,WHO,Thing,WHAT,Place,WHERE
matching,PP2-ENG-2.1.16_Grammar_Question_Words_Who_What_Where,Match question meanings!,,,1,,,,,,,,Who,WHO,What,WHAT,When,WHEN
multiple_choice,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Who won the race by moving slow and steady?,th_q1.webp,audio_th1.mp3,1,TORTOISE,HARE,FOX,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Why did the fast Hare lose the race?,th_q2.webp,audio_th2.mp3,1,FELL ASLEEP,RAN FAST,LOST WAY,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,What moral lesson does the story teach us?,th_q3.webp,audio_th3.mp3,1,PERSEVERANCE,LAZINESS,PRIDE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Slow and steady wins the...?,th_q4.webp,audio_th4.mp3,1,RACE,GAME,TOY,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Never give up even when things seem...?,th_q5.webp,audio_th5.mp3,1,SLOW,FAST,EASY,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,The Tortoise showed patience and...?,th_q6.webp,audio_th6.mp3,1,PERSEVERANCE,ANGER,SPEED,,,1,,,,,,,
count_objects,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Count 1 patient Tortoise!,th_count1.webp,audio_th7.mp3,1,1,2,3,,🐢,1,,,,,,,
count_objects,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Count 1 fast Hare!,th_count2.webp,audio_th8.mp3,1,1,2,3,,🐇,1,,,,,,,
count_objects,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Count 3 winner trophies of perseverance!,th_count3.webp,audio_th9.mp3,1,3,1,4,,🏆,3,,,,,,,
speak_repeat,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Say out loud clearly: SLOW AND STEADY WINS THE RACE!,speak_th1.webp,audio_th10.mp3,1,Slow And Steady Wins The Race,,,,,,Slow And Steady Wins The Race,,,,,,,
speak_repeat,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Say out loud clearly: PERSEVERANCE MEANS NEVER GIVING UP!,speak_th2.webp,audio_th11.mp3,1,Perseverance Means Never Giving Up,,,,,,Perseverance Means Never Giving Up,,,,,,,
matching,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Match story characters!,,,1,,,,,,,,Tortoise 🐢,STEADY,Hare 🐇,FAST,Trophy 🏆,WINNER
matching,PP2-ENG-2.1.17_Classic_Story_Tortoise_and_Hare,Match story lessons!,,,1,,,,,,,,Persevere,WIN,Patience,STEADY,Race,RACE
multiple_choice,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Which pig built the strong house of bricks?,pigs_q1.webp,audio_p1.mp3,1,THIRD PIG,FIRST PIG,SECOND PIG,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,What bad animal tried to huff and puff the houses down?,pigs_q2.webp,audio_p2.mp3,1,WOLF,FOX,BEAR,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Why couldn't the wolf blow down the brick house?,pigs_q3.webp,audio_p3.mp3,1,STRONG BRICKS,WEAK STRAW,WOOD,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,What moral lesson does the story teach us?,pigs_q4.webp,audio_p4.mp3,1,HARD WORK,LAZINESS,PLAY,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Doing things well with hard work keeps us...?,pigs_q5.webp,audio_p5.mp3,1,SAFE,AFRAID,LOST,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,I'll huff and I'll puff and I'll blow your house...?,pigs_q6.webp,audio_p6.mp3,1,DOWN,UP,IN,,,1,,,,,,,
count_objects,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Count 3 little pigs!,pigs_count1.webp,audio_p7.mp3,1,3,2,4,,🐖,3,,,,,,,
count_objects,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Count 1 wolf!,pigs_count2.webp,audio_p8.mp3,1,1,2,3,,🐺,1,,,,,,,
count_objects,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Count 3 houses made of straw, wood, and brick!,pigs_count3.webp,audio_p9.mp3,1,3,2,4,,🛖,3,,,,,,,
speak_repeat,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Say out loud clearly: HARD WORK BUILDS A STRONG HOUSE OF BRICKS!,speak_p1.webp,audio_p10.mp3,1,Hard Work Builds A Strong House Of Bricks,,,,,,Hard Work Builds A Strong House Of Bricks,,,,,,,
speak_repeat,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Say out loud clearly: WORK HARD AND DO YOUR BEST EVERY DAY!,speak_p2.webp,audio_p11.mp3,1,Work Hard And Do Your Best Every Day,,,,,,Work Hard And Do Your Best Every Day,,,,,,,
matching,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Match house materials!,,,1,,,,,,,,Straw 🌾,WEAK,Wood 🪵,MEDIUM,Brick 🧱,STRONG
matching,PP2-ENG-2.1.18_Classic_Story_Three_Little_Pigs,Match story lessons!,,,1,,,,,,,,Hard work,SAFE,Lazy,WEAK,Brick,STRONG
multiple_choice,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Trace the CVC word for a meowing animal: C-A-T makes...?,wt_q1.webp,audio_w1.mp3,1,CAT,DOG,PIG,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Trace the CVC word for a barking animal: D-O-G makes...?,wt_q2.webp,audio_w2.mp3,1,DOG,CAT,HAT,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Trace the CVC word for a pink farm animal: P-I-G makes...?,wt_q3.webp,audio_w3.mp3,1,PIG,BUG,HEN,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Trace the CVC word for a crawling insect: B-U-G makes...?,wt_q4.webp,audio_w4.mp3,1,BUG,RUG,MUG,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Trace the digraph word for a sea creature: F-I-S-H makes...?,wt_q5.webp,audio_w5.mp3,1,FISH,SHIP,SHOP,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Tracing letters builds neat handwriting...?,wt_q6.webp,audio_w6.mp3,1,SKILLS,SPEED,NOISE,,,1,,,,,,,
count_objects,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Count 5 tracing pencils!,wt_count1.webp,audio_w7.mp3,1,5,3,4,,✏️,5,,,,,,,
count_objects,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Count 4 CVC word tracing slates!,wt_count2.webp,audio_w8.mp3,1,4,2,3,,📝,4,,,,,,,
count_objects,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Count 3 handwriting medals!,wt_count3.webp,audio_w9.mp3,1,3,1,5,,🥇,3,,,,,,,
speak_repeat,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Say out loud clearly: TRACING CVC WORDS CAT DOG PIG BUG FISH!,speak_w1.webp,audio_w10.mp3,1,Tracing CVC Words Cat Dog Pig Bug Fish,,,,,,Tracing CVC Words Cat Dog Pig Bug Fish,,,,,,,
speak_repeat,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Say out loud clearly: HOLD PENCIL NEATLY AND TRACE THE WORDS!,speak_w2.webp,audio_w11.mp3,1,Hold Pencil Neatly And Trace The Words,,,,,,Hold Pencil Neatly And Trace The Words,,,,,,,
matching,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Match CVC words to pictures!,,,1,,,,,,,,C-A-T,🐱,D-O-G,🐶,P-I-G,🐖
matching,PP2-ENG-2.1.19_Writing_Letter_Tracing_CVC_Words,Match tracing practice!,,,1,,,,,,,,Cat,CAT,Dog,DOG,Fish,FISH
multiple_choice,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Which word belongs to the -at CVC family?,rfm_q1.webp,audio_r1.mp3,1,CAT,PIG,BUG,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Which digraph makes /sh/ sound in SHOP?,rfm_q2.webp,audio_r2.mp3,1,SH,CH,TH,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Which sight word completes: I ___ a red car?,rfm_q3.webp,audio_r3.mp3,1,SEE,GO,WE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Which plural noun adds -s to CAT?,rfm_q4.webp,audio_r4.mp3,1,CATS,CAT,CATON,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Which pronoun replaces a boy's name?,rfm_q5.webp,audio_r5.mp3,1,HE,SHE,THEY,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Reading fluency makes us confident PP2...?,rfm_q6.webp,audio_r6.mp3,1,READERS,RUNNERS,SINGERS,,,1,,,,,,,
count_objects,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Count 5 reading master star trophies!,rfm_count1.webp,audio_r7.mp3,1,5,3,4,,🏆,5,,,,,,,
count_objects,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Count 4 open storybooks!,rfm_count2.webp,audio_r8.mp3,1,4,2,3,,📖,4,,,,,,,
count_objects,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Count 3 winner gold medals!,rfm_count3.webp,audio_r9.mp3,1,3,1,5,,🥇,3,,,,,,,
speak_repeat,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Say out loud clearly: I AM A PP2 READING FLUENCY GRAND MASTER!,speak_r1.webp,audio_r10.mp3,1,I Am A PP2 Reading Fluency Grand Master,,,,,,I Am A PP2 Reading Fluency Grand Master,,,,,,,
speak_repeat,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Say out loud clearly: READ PHONICS CVC SIGHT WORDS AND STORIES WITH JOY!,speak_r2.webp,audio_r11.mp3,1,Read Phonics CVC Sight Words And Stories With Joy,,,,,,Read Phonics CVC Sight Words And Stories With Joy,,,,,,,
matching,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Match reading fluency domains!,,,1,,,,,,,,Phonics,SH,CVC,CAT,Sight word,SEE
matching,PP2-ENG-2.1.20_Reading_Fluency_Grand_Master,Match master symbols!,,,1,,,,,,,,Trophy 🏆,MASTER,Medal 🥇,WINNER,Crown 👑,CHAMPION
